"Timestamp","Monitoring_Mode","Total_Components","Successful_Components","Failed_Components","Success_Rate_Percentage","Total_Duration_Minutes","Overall_Status","Quick_Test_Mode","User_Survey_Included","Script_Version"
"9/24/2025 12:53:19 PM","Policy","1","1","0","100","0.2","Healthy","False","False","1.0"
